"Story","Title","Result","Date","Stability","Duration (s)"
"User CRUD test","This will create a new user","ERROR","2022-06-21T22:33:30.390+01:00[Europe/London]","0.0","3.03"
"User CRUD test","Verify if the user was added to the records list","ERROR","2022-06-21T22:33:33.447+01:00[Europe/London]","0.0","0.14"
"User CRUD test","This will login a user","FAILURE","2022-06-21T22:33:33.642+01:00[Europe/London]","0.0","0.15"
